"gene_id","gRNA_group","pair_type"
"ANKS1B","nt","negative_control"
"CIB1","nt","negative_control"
"SEMA4B","nt","negative_control"
"SEMA4B","nt","negative_control"
"SEMA4B","nt","negative_control"
"SEMA4B","nt","negative_control"
"BRF1","nt","negative_control"
"MAFF","nt","negative_control"
"UBOX5","nt","negative_control"
"UBOX5","nt","negative_control"
"UBOX5","nt","negative_control"
"CA13","nt","negative_control"
"CA13","nt","negative_control"
"AP3M1","nt","negative_control"
"BRI3BP","nt","negative_control"
"BRI3BP","nt","negative_control"
"SIVA1","nt","negative_control"
"SIVA1","nt","negative_control"
"FAM227A","nt","negative_control"
"ZFP90","nt","negative_control"
"ZFP90","nt","negative_control"
"WT1","nt","negative_control"
"PTRHD1","nt","negative_control"
"JAG2","nt","negative_control"
"IMMP2L","nt","negative_control"
"SUMO3","nt","negative_control"
"RBM43","nt","negative_control"
"RBM33","nt","negative_control"
"TMEM186","nt","negative_control"
"TMED9","nt","negative_control"
"PRR16","nt","negative_control"
"PRR16","nt","negative_control"
"PRR16","nt","negative_control"
"APOO","nt","negative_control"
"APOO","nt","negative_control"
"OSBP2","nt","negative_control"
"OSBP2","nt","negative_control"
"SATL1","nt","negative_control"
"UBE2G2","nt","negative_control"
"UBE2G2","nt","negative_control"
"SMIM10","nt","negative_control"
"SMIM10","nt","negative_control"
"NDUFA12","nt","negative_control"
"NDUFA12","nt","negative_control"
"ATL3","nt","negative_control"
"RNLS","nt","negative_control"
"RNLS","nt","negative_control"
"EIF4ENIF1","nt","negative_control"
"EIF4ENIF1","nt","negative_control"
"ZBTB40","nt","negative_control"
"ZBTB40","nt","negative_control"
"CDCA2","nt","negative_control"
"ZNF93","nt","negative_control"
"MED12","nt","negative_control"
"MED12","nt","negative_control"
"XPOT","nt","negative_control"
"LPAR5","nt","negative_control"
"LPAR5","nt","negative_control"
"LPAR5","rs9669611","candidate"
"LPAR5","rs11525582","candidate"
"SOCS3","nt","negative_control"
"SOCS3","nt","negative_control"
"HDDC3","nt","negative_control"
"HDDC3","nt","negative_control"
"HDDC3","nt","negative_control"
"PROS1","nt","negative_control"
"FOXO4","nt","negative_control"
"FOXO4","nt","negative_control"
"TXNRD2","nt","negative_control"
"WDR27","nt","negative_control"
"CCR10","nt","negative_control"
"KNTC1","nt","negative_control"
"THAP7","nt","negative_control"
"COPB2","nt","negative_control"
"COPB2","nt","negative_control"
"TOP1MT","nt","negative_control"
"SS18L1","nt","negative_control"
"MAML2","nt","negative_control"
"CSF1","nt","negative_control"
"CSF1","nt","negative_control"
"PKP3","nt","negative_control"
"PKP3","nt","negative_control"
"KRTAP19-1","nt","negative_control"
"OR51J1","nt","negative_control"
"OR51J1","rs6578598","candidate"
"TSSC4","nt","negative_control"
"TSSC4","nt","negative_control"
"TM2D3","nt","negative_control"
"TM2D3","nt","negative_control"
"OAF","nt","negative_control"
"PCDH9","nt","negative_control"
"CMSS1","nt","negative_control"
"IRAK1","nt","negative_control"
"IRAK1","nt","negative_control"
"SNRNP35","nt","negative_control"
"SNRNP35","nt","negative_control"
"C22orf46","nt","negative_control"
"C22orf46","nt","negative_control"
"PGP","nt","negative_control"
"PGP","nt","negative_control"
"TSPYL2","nt","negative_control"
"PPP1R2","nt","negative_control"
"PPP1R2","rs181424108","candidate"
"UBE2F","nt","negative_control"
"SCFD2","nt","negative_control"
"SCFD2","nt","negative_control"
"OR1D2","nt","negative_control"
"CRELD2","nt","negative_control"
"NR2C2AP","nt","negative_control"
"NIPSNAP1","nt","negative_control"
"EIF3C","nt","negative_control"
"EIF3C","nt","negative_control"
"FAM120C","nt","negative_control"
"FAM120C","nt","negative_control"
"UQCR10","nt","negative_control"
"TBX1","nt","negative_control"
"VPS33B","nt","negative_control"
"VPS33B","nt","negative_control"
"DIABLO","nt","negative_control"
"DENND5A","nt","negative_control"
"DENND5A","nt","negative_control"
"ACTG1","nt","negative_control"
"ACTG1","nt","negative_control"
"PTP4A2","nt","negative_control"
"COA3","nt","negative_control"
"COA3","nt","negative_control"
"SMTN","nt","negative_control"
"KMT5A","nt","negative_control"
"PRKX","nt","negative_control"
"TTC32","nt","negative_control"
"TOB2","nt","negative_control"
"TOB2","nt","negative_control"
"TOB2","nt","negative_control"
"TOB2","nt","negative_control"
"IQGAP3","nt","negative_control"
"IQGAP3","nt","negative_control"
"IQGAP3","nt","negative_control"
"NUDT14","nt","negative_control"
"NUDT14","nt","negative_control"
"BTBD9","nt","negative_control"
"BTBD9","nt","negative_control"
"BTBD9","nt","negative_control"
"LIN9","nt","negative_control"
"LIN9","rs9943081","candidate"
"RBM12B","nt","negative_control"
"RBM12B","nt","negative_control"
"FOXL2","nt","negative_control"
"FOXL2","nt","negative_control"
"CHEK2","nt","negative_control"
"TRAIP","nt","negative_control"
"TRAIP","nt","negative_control"
"TRAIP","nt","negative_control"
"TRAIP","nt","negative_control"
"KREMEN1","nt","negative_control"
"TBL3","nt","negative_control"
"MACC1","nt","negative_control"
"CBX6","nt","negative_control"
"CBX6","nt","negative_control"
"TBK1","nt","negative_control"
"TBK1","nt","negative_control"
"ASCL2","nt","negative_control"
"ASCL2","nt","negative_control"
"ASCL2","nt","negative_control"
"ASCL2","nt","negative_control"
"TMEM50A","nt","negative_control"
"TMEM50A","nt","negative_control"
"CMTM4","nt","negative_control"
"CMTM4","nt","negative_control"
"TRIM52","nt","negative_control"
"UPP1","nt","negative_control"
"ALYREF","nt","negative_control"
"ALYREF","nt","negative_control"
"GUSBP1","nt","negative_control"
"TRMT12","nt","negative_control"
"NDUFB1","nt","negative_control"
"ZNF530","nt","negative_control"
"HMCES","nt","negative_control"
"ZNF438","nt","negative_control"
"ZNF438","nt","negative_control"
"ZNF438","nt","negative_control"
"MRPL54","nt","negative_control"
"MRPL54","nt","negative_control"
"SFXN4","nt","negative_control"
"SFXN4","nt","negative_control"
"TANGO2","nt","negative_control"
"ZNRF3","nt","negative_control"
"SETD3","nt","negative_control"
"PRR14L","nt","negative_control"
"PRR14L","nt","negative_control"
"PSMG1","nt","negative_control"
"UTP11","nt","negative_control"
"UTP11","nt","negative_control"
"COA5","nt","negative_control"
"COA5","nt","negative_control"
"TENT5C","nt","negative_control"
"PI4KAP2","nt","negative_control"
"PI4KAP2","nt","negative_control"
"EP400","nt","negative_control"
"ASB7","nt","negative_control"
"GTF2H2C","nt","negative_control"
"GTF2H2C","nt","negative_control"
"OR7E38P","nt","negative_control"
"SF3A3","nt","negative_control"
"SF3A3","nt","negative_control"
"CCDC159","nt","negative_control"
"FHL3","nt","negative_control"
"KIAA2026","nt","negative_control"
"JRKL","nt","negative_control"
"BCOR","nt","negative_control"
"MAGEA2B","nt","negative_control"
"MAGEA2B","nt","negative_control"
"SELENOF","nt","negative_control"
"SELENOF","nt","negative_control"
"CCBE1","nt","negative_control"
"CCBE1","nt","negative_control"
"DAZAP2","nt","negative_control"
"DDX41","nt","negative_control"
"PTTG1IP","nt","negative_control"
"OR51B4","nt","negative_control"
"OR51B4","rs6578598","candidate"
"GDPGP1","nt","negative_control"
"RUVBL2","nt","negative_control"
"RUVBL2","rs580811","candidate"
"POTEC","nt","negative_control"
"POTEC","nt","negative_control"
"POTEC","nt","negative_control"
"FANCF","nt","negative_control"
"RABIF","nt","negative_control"
"RABIF","nt","negative_control"
"CEP57L1","nt","negative_control"
"CEP57L1","rs1546722","candidate"
"CEP57L1","rs11753645","candidate"
"CSMD1","nt","negative_control"
"NEB","nt","negative_control"
"NEB","nt","negative_control"
"GAS6","nt","negative_control"
"GAS6","rs117066769","candidate"
"GAS6","rs2997995","candidate"
"AFMID","nt","negative_control"
"SLC25A10","nt","negative_control"
"SLC25A21","nt","negative_control"
"NAA38","nt","negative_control"
"NAA38","nt","negative_control"
"PYCR1","nt","negative_control"
"PYCR1","nt","negative_control"
"C12orf60","nt","negative_control"
"C12orf60","nt","negative_control"
"MTA1","nt","negative_control"
"MTA1","nt","negative_control"
"CNOT10","nt","negative_control"
"CNOT10","nt","negative_control"
"HMGN4","nt","negative_control"
"EWSR1","nt","negative_control"
"EWSR1","nt","negative_control"
"EWSR1","nt","negative_control"
"SRPRA","nt","negative_control"
"SRPRA","nt","negative_control"
"CEP63","nt","negative_control"
"C11orf54","nt","negative_control"
"TCEAL7","nt","negative_control"
"ZNF721","nt","negative_control"
"ZNF721","nt","negative_control"
"RPL35A","nt","negative_control"
"RBM10","nt","negative_control"
"COL18A1","nt","negative_control"
"COL18A1","nt","negative_control"
"ALG12","nt","negative_control"
"RRP7BP","nt","negative_control"
"C16orf72","nt","negative_control"
"C16orf72","nt","negative_control"
"C16orf72","nt","negative_control"
"ACBD3","nt","negative_control"
"ACBD3","nt","negative_control"
"ACBD3","rs9943081","candidate"
"DDX28","nt","negative_control"
"DDX28","nt","negative_control"
"TMEM198B","nt","negative_control"
"TMEM198B","nt","negative_control"
"C1orf116","nt","negative_control"
"NGRN","nt","negative_control"
"NGRN","nt","negative_control"
"HOXB4","nt","negative_control"
"HOXB4","nt","negative_control"
"ANXA2","nt","negative_control"
"ANXA2","nt","negative_control"
"TSKU","nt","negative_control"
"TTC3","nt","negative_control"
"TTC3","nt","negative_control"
"SKA2","nt","negative_control"
"SKA2","nt","negative_control"
"PLCB1","nt","negative_control"
"PLCB1","nt","negative_control"
"TRAK1","nt","negative_control"
"RWDD4","nt","negative_control"
"RWDD4","nt","negative_control"
"MFSD5","nt","negative_control"
"LIMK2","nt","negative_control"
"MXRA7","nt","negative_control"
"MXRA7","nt","negative_control"
"FAM104B","nt","negative_control"
"GLRX5","nt","negative_control"
"GLRX5","nt","negative_control"
"GLRX5","rs35362007","candidate"
"CEP97","nt","negative_control"
"CEP97","nt","negative_control"
"CEP97","nt","negative_control"
"WASH6P","nt","negative_control"
"WASH6P","nt","negative_control"
"KPNA2","nt","negative_control"
"KPNA2","nt","negative_control"
"KPNA2","nt","negative_control"
"KPNA2","nt","negative_control"
"EXOC7","nt","negative_control"
"EXOC7","nt","negative_control"
"NPLOC4","nt","negative_control"
"PGBD4","nt","negative_control"
"TRAPPC6B","nt","negative_control"
"TRAPPC6B","nt","negative_control"
"NXPH4","nt","negative_control"
"NXPH4","nt","negative_control"
"NXPH4","nt","negative_control"
"PLCXD1","nt","negative_control"
"YBEY","nt","negative_control"
"YBEY","nt","negative_control"
"KBTBD3","nt","negative_control"
"KBTBD3","nt","negative_control"
"KBTBD3","nt","negative_control"
"KIAA2012","nt","negative_control"
"KCNJ14","nt","negative_control"
"KCNJ14","rs580811","candidate"
"SPACA6","nt","negative_control"
"SPACA6","nt","negative_control"
"C8orf33","nt","negative_control"
"AP1S2","nt","negative_control"
"GABRG3","nt","negative_control"
"GABRG3","nt","negative_control"
"CYB5D1","nt","negative_control"
"ATP6AP2","nt","negative_control"
"ATP6AP2","nt","negative_control"
"MOB2","nt","negative_control"
"SHMT2","nt","negative_control"
"ARL6IP4","nt","negative_control"
"RAD51B","nt","negative_control"
"MRPS16","nt","negative_control"
"MRPS16","nt","negative_control"
"TSEN54","nt","negative_control"
"CREB3L2","nt","negative_control"
"MRPL41","nt","negative_control"
"ERCC6L2","nt","negative_control"
"IST1","nt","negative_control"
"ZNF708","nt","negative_control"
"TDRKH","nt","negative_control"
"TDRKH","nt","negative_control"
"TDRKH","nt","negative_control"
"FAM89A","nt","negative_control"
"FAM89A","nt","negative_control"
"FAM89A","nt","negative_control"
"NOP10","nt","negative_control"
"TNRC18","nt","negative_control"
"TMEM259","nt","negative_control"
"OR52A1","nt","negative_control"
"OR52A1","rs6578598","candidate"
"IDH2","nt","negative_control"
"IDH2","nt","negative_control"
"PNMA8A","nt","negative_control"
"PNMA8A","nt","negative_control"
"RTKN2","nt","negative_control"
"RTKN2","nt","negative_control"
"SNRPE","nt","negative_control"
"SNRPE","nt","negative_control"
"SNRPE","nt","negative_control"
"MRPS11","nt","negative_control"
"GINS3","nt","negative_control"
"GINS3","nt","negative_control"
"PRKAG1","nt","negative_control"
"PRKAG1","nt","negative_control"
"COA4","nt","negative_control"
"ADO","nt","negative_control"
"C5orf24","nt","negative_control"
"C5orf24","nt","negative_control"
"ZNF101","nt","negative_control"
"IBA57","nt","negative_control"
"RNF41","nt","negative_control"
"SLC35C1","nt","negative_control"
"RFX7","nt","negative_control"
"RELL1","nt","negative_control"
"RELL1","nt","negative_control"
"LSM10","nt","negative_control"
"COPG1","nt","negative_control"
"SIAH2","nt","negative_control"
"OR5AS1","nt","negative_control"
"OR5AS1","nt","negative_control"
"DIPK2A","nt","negative_control"
"DIPK2A","nt","negative_control"
"YIPF6","nt","negative_control"
"PLAG1","nt","negative_control"
"PLAG1","rs2719233","candidate"
"MRPS23","nt","negative_control"
"MRPS23","nt","negative_control"
"MRPS23","nt","negative_control"
"SETD2","nt","negative_control"
"FANCB","nt","negative_control"
"SGSH","nt","negative_control"
"ZBTB2","nt","negative_control"
"ZBTB2","nt","negative_control"
"RAP2B","nt","negative_control"
"RAP2B","nt","negative_control"
"TMEM45A","nt","negative_control"
"ZNF678","nt","negative_control"
"SAGE1","nt","negative_control"
"SAGE1","nt","negative_control"
"WASHC1","nt","negative_control"
"WASHC1","nt","negative_control"
"OGFOD3","nt","negative_control"
"DDX60L","nt","negative_control"
"OFCC1","nt","negative_control"
"LRRC75A","nt","negative_control"
"ZNF322","nt","negative_control"
"FRAT2","nt","negative_control"
"FRAT2","rs11189159","candidate"
"SLC25A41","nt","negative_control"
"SLC25A41","nt","negative_control"
"ZNF746","nt","negative_control"
"DHTKD1","nt","negative_control"
"PJA1","nt","negative_control"
"NPM1","nt","negative_control"
"F2R","nt","negative_control"
"F2R","nt","negative_control"
"F2R","nt","negative_control"
"EHMT1","nt","negative_control"
"EHMT1","nt","negative_control"
"EHMT1","nt","negative_control"
"EHMT1","nt","negative_control"
"HIGD1A","nt","negative_control"
"SLC26A11","nt","negative_control"
"METTL23","nt","negative_control"
"METTL23","nt","negative_control"
"SLC25A42","nt","negative_control"
"SLC25A42","nt","negative_control"
"TRAPPC5","nt","negative_control"
"FKRP","nt","negative_control"
"AEN","nt","negative_control"
"AEN","nt","negative_control"
"NQO1","nt","negative_control"
"ZFP82","nt","negative_control"
"GPR137C","nt","negative_control"
"GPR137C","nt","negative_control"
"MRPL14","nt","negative_control"
"MRPL14","nt","negative_control"
"MRPL14","rs9369425","candidate"
"LRRC57","nt","negative_control"
"TCEAL8","nt","negative_control"
"PITPNB","nt","negative_control"
"PITPNB","nt","negative_control"
"ST20","nt","negative_control"
"CMTR2","nt","negative_control"
"CMTR2","nt","negative_control"
"D2HGDH","nt","negative_control"
"D2HGDH","rs773303298","candidate"
"KCTD2","nt","negative_control"
"SSR4","nt","negative_control"
"SSR4","nt","negative_control"
"PSMG4","nt","negative_control"
"PPA1","nt","negative_control"
"MAP3K15","nt","negative_control"
"HOXC9","nt","negative_control"
"HOXC9","nt","negative_control"
"HOXC9","rs79755767","candidate"
"ZDHHC20","nt","negative_control"
"SLC36A4","nt","negative_control"
"SLC36A4","nt","negative_control"
"TMEM64","nt","negative_control"
"YOD1","nt","negative_control"
"PCGF5","nt","negative_control"
"PCGF5","nt","negative_control"
"PCGF5","nt","negative_control"
"ZNF594","nt","negative_control"
"ZNF594","nt","negative_control"
"ZNF594","nt","negative_control"
"SSTR2","nt","negative_control"
"RNF182","nt","negative_control"
"RNF182","nt","negative_control"
"NRIP1","nt","negative_control"
"MIGA1","nt","negative_control"
"ZNF571","nt","negative_control"
"ZNF571","nt","negative_control"
"ZNF571","nt","negative_control"
"ARHGAP45","nt","negative_control"
"HARBI1","nt","negative_control"
"MCFD2","nt","negative_control"
"MCFD2","nt","negative_control"
"EMC3-AS1","nt","negative_control"
"CCDC66","nt","negative_control"
"CCDC66","nt","negative_control"
"PAK2","nt","negative_control"
"PAK2","nt","negative_control"
"ZNF609","nt","negative_control"
"MTURN","nt","negative_control"
"HCLS1","nt","negative_control"
"HCLS1","nt","negative_control"
"TIGD2","nt","negative_control"
"CCDC43","nt","negative_control"
"ALX1","nt","negative_control"
"OAZ2","nt","negative_control"
"FGD6","nt","negative_control"
"FGD6","nt","negative_control"
"ZNF816","nt","negative_control"
"ZNF816","nt","negative_control"
"ZNRF2","nt","negative_control"
"HERC2P3","nt","negative_control"
"PRKRA","nt","negative_control"
"RCC1","nt","negative_control"
"FAHD1","nt","negative_control"
"MED14","nt","negative_control"
"C12orf40","nt","negative_control"
"EXOC3","nt","negative_control"
"TRNAU1AP","nt","negative_control"
"ZNF48","nt","negative_control"
"ZNF48","nt","negative_control"
"ZADH2","nt","negative_control"
"ZADH2","nt","negative_control"
"SOCS4","nt","negative_control"
"PSTK","nt","negative_control"
"PSTK","nt","negative_control"
"TSHZ1","nt","negative_control"
"TSHZ1","nt","negative_control"
"ZNF771","nt","negative_control"
"DCTPP1","nt","negative_control"
"DCTPP1","nt","negative_control"
"DCTPP1","nt","negative_control"
"FIZ1","nt","negative_control"
"BBS10","nt","negative_control"
"C14orf119","nt","negative_control"
"SEPHS2","nt","negative_control"
"SEPHS2","nt","negative_control"
"SEPHS2","nt","negative_control"
"R3HDM2","nt","negative_control"
"R3HDM2","nt","negative_control"
"R3HDM2","nt","negative_control"
"R3HDM2","nt","negative_control"
"SERTAD2","nt","negative_control"
"SERTAD2","rs116132320","candidate"
"SERTAD2","rs79709502","candidate"
"MROH1","nt","negative_control"
"MYADM","nt","negative_control"
"MYADM","nt","negative_control"
"APOBEC3B","nt","negative_control"
"PCED1B","nt","negative_control"
"PCED1B","nt","negative_control"
"MAF1","nt","negative_control"
"MAF1","nt","negative_control"
"CDC42EP4","nt","negative_control"
"PLD6","nt","negative_control"
"ZFPM1","nt","negative_control"
"ZFPM1","nt","negative_control"
"ZFPM1","rs885074","candidate"
"ZFPM1","rs10445033","candidate"
"CIITA","nt","negative_control"
"GCC1","nt","negative_control"
"DNHD1","nt","negative_control"
"LBX2","nt","negative_control"
"LBX2","nt","negative_control"
"SHARPIN","nt","negative_control"
"MKRN3","nt","negative_control"
"KLHL28","nt","negative_control"
"GEMIN4","nt","negative_control"
"ELMOD2","nt","negative_control"
"ELMOD2","nt","negative_control"
"PACS2","nt","negative_control"
"ARID3B","nt","negative_control"
"ARID3B","nt","negative_control"
"GATA2","nt","negative_control"
"GATA2","nt","negative_control"
"GATA2","nt","negative_control"
"GATA2","rs62270945","candidate"
"CLK3","nt","negative_control"
"PTPN11","nt","negative_control"
"GADD45GIP1","nt","negative_control"
"RAD23A","nt","negative_control"
"LDLRAD3","nt","negative_control"
"LDLRAD3","nt","negative_control"
"MAGED1","nt","negative_control"
"MAGED1","nt","negative_control"
"CALR","nt","negative_control"
"CALR","nt","negative_control"
"ZNF664","nt","negative_control"
"ZNF664","nt","negative_control"
"FUCA1","nt","negative_control"
"TCAIM","nt","negative_control"
"EDC3","nt","negative_control"
"SAMD4B","nt","negative_control"
"SPTY2D1","nt","negative_control"
"SPTY2D1","nt","negative_control"
"FARSA","nt","negative_control"
"CYC1","nt","negative_control"
"CYC1","nt","negative_control"
"DPM3","nt","negative_control"
"FAM133A","nt","negative_control"
"RRS1","nt","negative_control"
"RRS1","nt","negative_control"
"RRS1","nt","negative_control"
"TMEM107","nt","negative_control"
"TMEM107","nt","negative_control"
"C3orf38","nt","negative_control"
"C3orf38","nt","negative_control"
"MRFAP1","nt","negative_control"
"MRFAP1","nt","negative_control"
"MRFAP1","rs11731274","candidate"
"C14orf39","nt","negative_control"
"C14orf39","nt","negative_control"
"AURKB","nt","negative_control"
"AURKB","nt","negative_control"
"SNX18","nt","negative_control"
"SNX18","nt","negative_control"
"MRFAP1L1","nt","negative_control"
"MRFAP1L1","rs11731274","candidate"
"SELENOW","nt","negative_control"
"SELENOW","nt","negative_control"
"SELENOW","nt","negative_control"
"FBXO34","nt","negative_control"
"FBXO34","nt","negative_control"
"FBXO34","nt","negative_control"
"CTC1","nt","negative_control"
"CTC1","nt","negative_control"
"RMI1","nt","negative_control"
"TUFM","nt","negative_control"
"TUFM","nt","negative_control"
"TUFM","nt","negative_control"
"ZBTB7A","nt","negative_control"
"GAK","nt","negative_control"
"ZNF552","nt","negative_control"
"CYBC1","nt","negative_control"
"CYBC1","nt","negative_control"
"PFAS","nt","negative_control"
"PFAS","nt","negative_control"
"TAF7","nt","negative_control"
"TAF7","nt","negative_control"
"DPY19L3","nt","negative_control"
"EXOSC4","nt","negative_control"
"EFCAB13","nt","negative_control"
"EFCAB13","nt","negative_control"
"TMEM52","nt","negative_control"
"TMEM52","nt","negative_control"
"OPLAH","nt","negative_control"
"MPI","nt","negative_control"
"CPNE7","nt","negative_control"
"CPNE7","nt","negative_control"
"FAM219B","nt","negative_control"
"FAM219B","nt","negative_control"
"COX5A","nt","negative_control"
"GRINA","nt","negative_control"
"GRINA","nt","negative_control"
"RPP25","nt","negative_control"
"NSUN3","nt","negative_control"
"SUZ12","nt","negative_control"
"ZNF713","nt","negative_control"
"ZNF713","nt","negative_control"
"ZNF713","nt","negative_control"
"ERN1","nt","negative_control"
"ERN1","rs76708468","candidate"
"GTPBP6","nt","negative_control"
"CTNNBIP1","nt","negative_control"
"EPM2AIP1","nt","negative_control"
"CA8","nt","negative_control"
"CA8","nt","negative_control"
"SLC25A20","nt","negative_control"
"CTXN1","nt","negative_control"
"KLHL11","nt","negative_control"
"TUBAL3","nt","negative_control"
"TUBAL3","nt","negative_control"
"MCMDC2","nt","negative_control"
"MCMDC2","nt","negative_control"
"MCMDC2","nt","negative_control"
"COX14","nt","negative_control"
"COX14","nt","negative_control"
"NT5DC1","nt","negative_control"
"ZFAND2A","nt","negative_control"
"ZFAND2A","nt","negative_control"
"ZNF354B","nt","negative_control"
"ZNF354B","nt","negative_control"
"TMEM11","nt","negative_control"
"TMEM11","nt","negative_control"
"AQP11","nt","negative_control"
"GEN1","nt","negative_control"
"GEN1","nt","negative_control"
"WDR6","nt","negative_control"
"WDR6","nt","negative_control"
"GALNT11","nt","negative_control"
"GALNT11","nt","negative_control"
"PLEC","nt","negative_control"
"PLEC","nt","negative_control"
"PLEC","nt","negative_control"
"SH2B1","nt","negative_control"
"SH2B1","nt","negative_control"
"LCORL","nt","negative_control"
"ZNF518B","nt","negative_control"
"FAR2P2","nt","negative_control"
"FAR2P2","nt","negative_control"
"DALRD3","nt","negative_control"
"DALRD3","nt","negative_control"
"DALRD3","nt","negative_control"
"NDUFV2","nt","negative_control"
"NDUFV2","rs527890099","candidate"
"DDX10","nt","negative_control"
"DDX10","nt","negative_control"
"DDX10","nt","negative_control"
"DDX10","nt","negative_control"
"PDE4DIP","nt","negative_control"
"STAP2","nt","negative_control"
"C2orf69","nt","negative_control"
"NDUFAF3","nt","negative_control"
"MLF1","nt","negative_control"
"MLF1","nt","negative_control"
"IMPDH2","nt","negative_control"
"IMPDH2","nt","negative_control"
"IMPDH2","nt","negative_control"
"DMAP1","nt","negative_control"
"TSPYL6","nt","negative_control"
"ASB8","nt","negative_control"
"ASB8","nt","negative_control"
"ASB8","nt","negative_control"
"IMP3","nt","negative_control"
"RIC8A","nt","negative_control"
"RIC8A","nt","negative_control"
"RIC8A","nt","negative_control"
"RPS27","nt","negative_control"
"BET1L","nt","negative_control"
"ARL6IP6","nt","negative_control"
"ARL6IP6","nt","negative_control"
"UBE2N","nt","negative_control"
"UBE2N","rs4761702","candidate"
"ZBTB41","nt","negative_control"
"GRB2","nt","negative_control"
"GRB2","nt","negative_control"
"AP3S1","nt","negative_control"
"ZNF619","nt","negative_control"
"ZNF619","nt","negative_control"
"SVBP","nt","negative_control"
"TMEM187","nt","negative_control"
"TMEM187","nt","negative_control"
"ZNF518A","nt","negative_control"
"ZNF620","nt","negative_control"
"CHID1","nt","negative_control"
"CHID1","nt","negative_control"
"HNRNPA0","nt","negative_control"
"HNRNPA0","nt","negative_control"
"SOX12","nt","negative_control"
"SOX12","nt","negative_control"
"TMEM94","nt","negative_control"
"TMEM94","nt","negative_control"
"ANXA2R","nt","negative_control"
"POLR2L","nt","negative_control"
"POLR2L","nt","negative_control"
"POLR2L","nt","negative_control"
"CD151","nt","negative_control"
"CRACR2B","nt","negative_control"
"CRACR2B","nt","negative_control"
"THAP5","nt","negative_control"
"CD163L1","nt","negative_control"
"AGTRAP","nt","negative_control"
"AGTRAP","rs35249183","candidate"
"PNPLA2","nt","negative_control"
"IL17RA","nt","negative_control"
"ACAD9","nt","negative_control"
"ACAD9","rs62270945","candidate"
"CSTF2T","nt","negative_control"
"JUN","nt","negative_control"
"HASPIN","nt","negative_control"
"HASPIN","nt","negative_control"
"HASPIN","nt","negative_control"
"RPLP2","nt","negative_control"
"PIDD1","nt","negative_control"
"C18orf32","nt","negative_control"
"C18orf32","nt","negative_control"
"CD163","nt","negative_control"
"CD163","nt","negative_control"
"SAMD12","nt","negative_control"
"TBL1XR1","nt","negative_control"
"ATOX1","nt","negative_control"
"ATOX1","nt","negative_control"
"RABEP2","nt","negative_control"
"SLC25A22","nt","negative_control"
"ZBTB33","nt","negative_control"
"ARIH2","nt","negative_control"
"CAVIN1","nt","negative_control"
"CAVIN1","nt","negative_control"
"NR2C2","nt","negative_control"
"NR2C2","nt","negative_control"
"CD19","nt","negative_control"
"CD19","nt","negative_control"
"NAP1L5","nt","negative_control"
"TGIF1","nt","negative_control"
"TGIF1","nt","negative_control"
"MAGEF1","nt","negative_control"
"MAGEF1","nt","negative_control"
"MAGEF1","nt","negative_control"
"MAGEF1","nt","negative_control"
"PPFIA3","nt","negative_control"
"PPFIA3","rs580811","candidate"
"C10orf71","nt","negative_control"
"C10orf71","nt","negative_control"
"CCDC71","nt","negative_control"
"ZBTB38","nt","negative_control"
"MAN1B1","nt","negative_control"
"MAN1B1","rs62581550","candidate"
"TRIM72","nt","negative_control"
"GATD1","nt","negative_control"
"CHD9","nt","negative_control"
"CHD9","nt","negative_control"
"PUS1","nt","negative_control"
"RPS6KA3","nt","negative_control"
"ULK1","nt","negative_control"
"TALDO1","nt","negative_control"
"FAM210A","nt","negative_control"
"ZBTB34","nt","negative_control"
"ZBTB34","nt","negative_control"
"ANO6","nt","negative_control"
"ANO6","nt","negative_control"
"EPS8L2","nt","negative_control"
"EPS8L2","nt","negative_control"
"RHOG","nt","negative_control"
"RHOG","nt","negative_control"
"POLE","nt","negative_control"
"WDR73","nt","negative_control"
"SLC38A9","nt","negative_control"
"ZDHHC13","nt","negative_control"
"FBXO46","nt","negative_control"
"FBXO46","nt","negative_control"
"SIX5","nt","negative_control"
"TMEM80","nt","negative_control"
"TMEM80","nt","negative_control"
"MTHFR","nt","negative_control"
"MTHFR","nt","negative_control"
"MTHFR","rs35249183","candidate"
"SEC24C","nt","negative_control"
"SEC24C","nt","negative_control"
"SEC24C","nt","negative_control"
"DPP7","nt","negative_control"
"DPP7","rs62581550","candidate"
"FAM89B","nt","negative_control"
"FAM89B","nt","negative_control"
"NFATC2IP","nt","negative_control"
"THAP4","nt","negative_control"
"THAP4","nt","negative_control"
"THAP4","rs773303298","candidate"
"ANKLE2","nt","negative_control"
"MAMSTR","nt","negative_control"
"MAMSTR","rs580811","candidate"
"PNMA1","nt","negative_control"
"TCEANC","nt","negative_control"
"PXMP2","nt","negative_control"
"PXMP2","nt","negative_control"
"TYMS","nt","negative_control"
"WSB2","nt","negative_control"
"FAM91A1","nt","negative_control"
"FAM91A1","nt","negative_control"
"VSIG10","nt","negative_control"
"VSIG10","nt","negative_control"
"VSIG10","nt","negative_control"
"ACSF3","nt","negative_control"
"ACSF3","nt","negative_control"
"ACSF3","nt","negative_control"
"ACSF3","rs7200905","candidate"
"ACSF3","rs10445033","candidate"
"SCAND2P","nt","negative_control"
"OR4F17","nt","negative_control"
"MYO1D","nt","negative_control"
"MYO1D","nt","negative_control"
"RNF152","nt","negative_control"
"RNF152","nt","negative_control"
